index_col,content,data,like,place,tags
247,??????????????????? 2020 올해의 컬러 팬톤페인트 체험단 모집 ???PANTONE 19-4052 Classic Blue?2020 올해의 컬러 #클래식블루 를팬톤페인트로 인테리어에 사용해 보세요!?작년 체험단 페인트 용량 300ml에서3배 이상 많아진 1L 파격 지원은 물론우수 리뷰어 특별 시상까지! ???팬톤페인트 멀티용 1L로는포인트 벽 한 면이나 방문 2개도 칠할 수 있답니다.?지금 이미지를 넘겨 체험단 신청 방법 및자세한 혜택을 확인해 보세요.?I 모집 기간2019년 12월 9일 - 12월 22일 (2주간)?I 체험단 발표12월 26일(목)팬톤페인트 공식 인스타그램 공지?I 지원 방법@pantonepaint 프로필의 링크 클릭 > 지원서 제출,2019-12-09,221,,['#클래식블루']
248,".팬톤은 클래식 블루를 선정한 이유를 이렇게 설명합니다...“클래식 블루는 시대를 초월한 파란색으로 심플함이 돋보이는 색입니다. 해 질 무렵의 하늘을 암시하듯, 새로운 시대로 접어들면서 안정적인 토대를 만들고자 하는 우리의 욕구를 상징하는 색이죠. 클래식 블루는 보호, 안정, 평화, 자신감을 상징할 뿐 아니라 깊은 사고와 열린 마인드, 의사소통을 장려합니다.” ..올해의 색이 발표되었네요 제가 되고싶은 컬러 정신차릴때 항상 찾게 되는 색이죠~ 이렇게 되고싶지만 항상 어려운 컬러 클래식블루??인디고로 느껴지기도 해요 .올해는 제 세상에도 깊이 담아 보겠습니다.??재미를 위해 보색 오렌지와 함께??#coloroftheyear2020 #올해의색 #2020 #2020올해의색 #classicblue #클래식블루 #팬톤올해의색 #팬톤올해의컬러 #coloroftheyear #pantone #컬러테라피스트",2019-12-07,63,"Seoul, Korea","['#coloroftheyear2020', '#올해의색', '#2020', '#2020올해의색', '#classicblue', '#클래식블루', '#팬톤올해의색', '#팬톤올해의컬러', '#coloroftheyear', '#pantone', '#컬러테라피스트']"
249,뮤지엄오브컬러올해의 컬러는 #클래식블루,2019-12-07,26,에스팩토리,['#클래식블루']
250,"???????????팬톤은 ""클래식 블루는 시대를 초월하는 매력이 있으며, 단순함과 우아함이 돋보이는 색"" 이라고 소개하면서 ""새로운 시대로 접어드는 이때 보다 단단하고 안정적인 기반을 쌓고자 하는 우리의 바람을 담았다"" 고 밝혔습니다. ??""황혼의 하늘색"" 을 닮은 만큼 ""지속성과 신뢰성의 개념"" 을 표현하는 색이라고 하네요. ??????????????????※ 자세한 사항은 cbmpress.com 에서 확인하세요?????????????????????#팬톤 #올해의색 #클래식블루 #올해의컬러 #Pantone #우벤유 #씨비엠 #밴쿠버 #캐나다 #UVANU #밴쿠버워홀 #밴쿠버라이프 #밴쿠버일상 #밴쿠버여행 #밴쿠버뉴스 #밴쿠버맛집 #밴쿠버음식 #버나비 #버나비맛집 #로히드 #로히드맛집 #리치먼드 #리치몬드 #뉴웨스트민스터 #포트코퀴 #코퀴틀람 #코퀴틀람맛집 #노스밴쿠버 #밴쿠버맘 #CBMPress? ??? ???????????????????????????????????(사진= 팬톤 )",2019-12-06,48,Canada,"['#팬톤', '#올해의색', '#클래식블루', '#올해의컬러', '#Pantone', '#우벤유', '#씨비엠', '#밴쿠버', '#캐나다', '#UVANU', '#밴쿠버워홀', '#밴쿠버라이프', '#밴쿠버일상', '#밴쿠버여행', '#밴쿠버뉴스', '#밴쿠버맛집', '#밴쿠버음식', '#버나비', '#버나비맛집', '#로히드', '#로히드맛집', '#리치먼드', '#리치몬드', '#뉴웨스트민스터', '#포트코퀴', '#코퀴틀람', '#코퀴틀람맛집', '#노스밴쿠버', '#밴쿠버맘', '#CBMPress?']"
251,한겨울 저녁사진??#밤스타그램#달#풍경#올해의색#겨울#nodrama#하늘?,2019-12-06,26,,"['#밤스타그램', '#달', '#풍경', '#올해의색', '#겨울', '#nodrama', '#하늘?']"
252,"세계적인 색채 전문 연구소 '팬톤'이2020년 '올해의 색'으로'클래식 블루'를 선정했습니다.???올해의 색은 그 해의 유행과 시대적 흐름,사회적 의미 등을 고려해 선정하는데요,이 색을 선정한 배경은 무엇일까요??#2020년 #올해의색 #클래식블루 #팬톤 #이슈 #Pantone #Color #Classic_Blue #Coloroftheyear2020 #KBS #NEWS",2019-12-06,0,,"['#2020년', '#올해의색', '#클래식블루', '#팬톤', '#이슈', '#Pantone', '#Color', '#Classic_Blue', '#Coloroftheyear2020', '#KBS', '#NEWS']"
253,#2020팬톤올해의컬러 #classisblue#팬톤#미국색채연구소#올해의컬러#올해의색#클래식블루#팬톤색상번호#19-4052#저런사진찍고싶음,2019-12-05,28,,"['#2020팬톤올해의컬러', '#classisblue', '#팬톤', '#미국색채연구소', '#올해의컬러', '#올해의색', '#클래식블루', '#팬톤색상번호', '#19-4052', '#저런사진찍고싶음']"
254,#올해의색울트라 바이올렛에 빠져있을때가 있었는데 팬톤의 올해의 컬러는 오묘한 #클래식블루 모던한 느낌이 너무 맘에든다??,2019-12-05,14,,"['#올해의색울트라', '#클래식블루']"
255,2020컬러는 클래식 블루??늘 그랬듯 예쁘네!#팬톤 #팬톤컬러 #올해의색 #2020컬러 #클래식블루,2019-12-05,4,,"['#팬톤', '#팬톤컬러', '#올해의색', '#2020컬러', '#클래식블루']"
256,#올해의컬러#2020팬톤이 리빙코럴에 이어 올해의컬러 선정한 클래식블루블루가 잘어울리는 저로써는 온통 블루도배가 되겠네요..#아이포인트#블루메이크업 많이 시도해보아요#디올아이섀도우#랑콤블루마스카라#나스블루섀도우#팬톤#클래식블루#블루#올해의색#트렌드컬러#시대를초월한청색컬러로심플함이돋보이는색#밝고시원한느낌#해질무렵하늘#우리의욕구강조#classicblue#coloroftheyear#메이크업컬러#헤어컬러#패션컬러#인테리어컬러,2019-12-05,50,,"['#올해의컬러', '#2020팬톤이', '#아이포인트', '#블루메이크업', '#디올아이섀도우', '#랑콤블루마스카라', '#나스블루섀도우', '#팬톤', '#클래식블루', '#블루', '#올해의색', '#트렌드컬러', '#시대를초월한청색컬러로심플함이돋보이는색', '#밝고시원한느낌', '#해질무렵하늘', '#우리의욕구강조', '#classicblue', '#coloroftheyear', '#메이크업컬러', '#헤어컬러', '#패션컬러', '#인테리어컬러']"
257,"@pantone이 선정한 #2020올해의컬러‘Classic Blue’하늘과 바다처럼 모든 것을 포용하는 신뢰와 안정감의 컬러 Blue. .너무나도 빠르게 변화하는 세상 속에서자신의 내면으로 돌아와 평화로움과 고요함을 가져다 주는 정신의 피난처. .진정한 자신이 누구인지그 간의 생각을 넘어서 관점을 확장해 주고, 부드러운 소통을 지원하는 Blue와 함께하는 2020년._루미나도 여러분의 삶에서 블루컬러를 즐길 수 있는 테라피컨텐츠로 함께 하겠습니다??for Blue lovers",2019-12-05,0,,['#2020올해의컬러‘Classic']
258,Reposted from @insight.co.kr (@get_regrann) -  오늘(5일) 공개된 팬톤 2020년 올해의 컬러 '클래식 블루'#팬톤 #색채연구소 #올해의컬러 #올해의색 #클래식블루 #블루 #색상 #2020년 #ClassicBlue - #regrann,2019-12-05,,,"['#팬톤', '#색채연구소', '#올해의컬러', '#올해의색', '#클래식블루', '#블루', '#색상', '#2020년', '#ClassicBlue', '#regrann']"
259,오늘(5일) 공개된 팬톤 2020년 올해의 컬러 '클래식 블루'#팬톤 #색채연구소 #올해의컬러 #올해의색 #클래식블루 #블루 #색상 #2020년 #ClassicBlue,2019-12-05,799,,"['#팬톤', '#색채연구소', '#올해의컬러', '#올해의색', '#클래식블루', '#블루', '#색상', '#2020년', '#ClassicBlue']"
260,"?????????????????팬톤이 선정한 #2020올해의컬러 PANTONE 19-4052 Classic Blue를 소개합니다!?????????????????믿음과 신뢰를 필요로 하는 우리에게 2020 팬톤 올해의 컬러 #클래식블루 는 차분함, 자신감, 그리고 커넥션을 강조하는 컬러입니다. ?????????????????새로운 시대를 앞두고 신뢰할 수 있고 안정적인 기반을 구축하고자 하는 소망이 담긴 딥 블루 계열의 컬러가 선정되었는데요. ?????????????????#2020팬톤올해의컬러 #클래식블루 를 팬톤페인트와 함께 해보세요 ??",2019-12-05,0,,"['#2020올해의컬러', '#클래식블루', '#2020팬톤올해의컬러', '#클래식블루']"
261,< Living Coral >oil on canvas 89.4 × 145.5 cm2019#fineartist #art #kunst #artecontemporaneo#modernartist #artist #contemporaryartwork #contemporaryartist#contemporaryart #artmoderne #fineart #contemporaryfineart#고궁 #현대미술 #회화 #artwork#한국고궁 #처마 #Eaves #LivingCoral #올해의색 #2019color,2019-12-04,10,,"['#fineartist', '#art', '#kunst', '#artecontemporaneo', '#modernartist', '#artist', '#contemporaryartwork', '#contemporaryartist', '#contemporaryart', '#artmoderne', '#fineart', '#contemporaryfineart', '#고궁', '#현대미술', '#회화', '#artwork', '#한국고궁', '#처마', '#Eaves', '#LivingCoral', '#올해의색', '#2019color']"
262,< Living Coral >oil on canvas 116.7 × 91 cm2019#fineartist #art #kunst #artecontemporaneo#modernartist #artist #contemporaryartwork #contemporaryartist#contemporaryart #artmoderne #fineart #contemporaryfineart#고궁 #현대미술 #회화 #artwork#한국고궁 #처마 #Eaves #LivingCoral #올해의색 #2019color,2019-12-04,13,,"['#fineartist', '#art', '#kunst', '#artecontemporaneo', '#modernartist', '#artist', '#contemporaryartwork', '#contemporaryartist', '#contemporaryart', '#artmoderne', '#fineart', '#contemporaryfineart', '#고궁', '#현대미술', '#회화', '#artwork', '#한국고궁', '#처마', '#Eaves', '#LivingCoral', '#올해의색', '#2019color']"
263,??.Coral-inspired Living Coral. Apricot.Color of the Year.산호에서 영감을 받은 리빙코랄. 살구색. 올해의 색.#코랄 #살구색 #올해의색,2019-10-23,14,,"['#코랄', '#살구색', '#올해의색']"
264,??비비드플라워..#올해의색#코랄#코랄장미#코랄장미꽃다발#하트장미꽃다발 #대구꽃집#시지꽃집#비비드플라워,2019-10-09,25,,"['#올해의색', '#코랄', '#코랄장미', '#코랄장미꽃다발', '#하트장미꽃다발', '#대구꽃집', '#시지꽃집', '#비비드플라워']"
265,#리빙앤스타일페어#올해의색 코랄을 데려가신 이쁜새댁..집이넘넘이쁘네요... 코랄이 대리석테이블과 어우러져다행이에요^^*#브로손,2019-09-30,44,,"['#리빙앤스타일페어', '#올해의색', '#브로손']"
266,::딸랑구가 해준 수제케익.#나도사랑해#이쁜것들#이런맛에#자식키우는가봄#수제케익#맛도좋아#올해의색#코랄색#꽃장식#활력넘치는색,2019-09-03,12,,"['#나도사랑해', '#이쁜것들', '#이런맛에', '#자식키우는가봄', '#수제케익', '#맛도좋아', '#올해의색', '#코랄색', '#꽃장식', '#활력넘치는색']"
267,#리빙코랄#2019년#올해의색#표지이야기#출판저널#잡지#잡지표지,2019-08-29,13,,"['#리빙코랄', '#2019년', '#올해의색', '#표지이야기', '#출판저널', '#잡지', '#잡지표지']"
268,@conchwear 셋트로 입고 운동하기??운동복이 얇은데 몸은 잘잡아주자나~ 뭐야뭐야~?? #conchwear,2019-08-18,134,리얼바디짐고척점,['#conchwear']
269,??#???????????#??????#??????????|??????? ????????? ???????...??????????????!? ?????? ??????????????...?????????????????! ?????? ????? ?????????!#????????????,2019-08-14,43,광교,"['#???????????', '#??????', '#??????????|???????', '#????????????']"
270,"올해의 색은 네온그린으로.명품 브랜드들도 네온그린의 색감에 반했죠??옷, 가방 뿐만이 아니라 인테리어에도 적용될만큼 인기가 높은 컬러에요..네온그린은 특유의 쨍함과 그린의 평화로움이 조화를 이뤄 남다른 색을 뽐내기 때문에 반하지 않을 수가 없어요??빅키드에서도 네온그린의 컬러 배색이 들어간 제품들을 선보이고 있어요.올해의 색 네온그린을 빅키드에서 만나보세요??...#네온그린 #올해의색 #그린 #디자인 #패턴 #색감 #팬톤",2019-08-09,170,,"['#네온그린', '#올해의색', '#그린', '#디자인', '#패턴', '#색감', '#팬톤']"
271,탬버린백???. 주목! 따따따 따 따 따 따따따????(엑시트 관람자는 자동박수). 올해의 컬러로 주목받은 리빙코럴과 형광핑크 엣지에 화이트 스트치로 설명 필요없는 열정 만수르 학생 작품입니다. 대단쓰!!. 원 형태의 가방에 지퍼 달기는 크게 세가지의 팁이 있어요. 지퍼가 푹 주저앉으면 안되니까 내부보강을 조금 크게 해주고 지퍼 끝부분을 시접정리 해주고 지퍼 길이를 여유있게 계산해서 달아주는게 팁이랍니다???. 더 자세한 방법은 수업시간에 보여드리고요. 스와로브스키 장식으로 한층 더 업그레이드된 탬버린백 과즙상 작품에 무한박수 쳐드려요????..[학생작품]#트렌드 #모여라 #집합 #가방만들기수업 #가죽공예 #써클백 #탬버린백 #자유작품 #가죽공방 #열정만수르 #패션 #취미 #리빙코랄 #컬러트렌드 #올해의색 #펜톤 #색채연구소 #강서구가죽공방 #힐링 #취미 #양천구가죽공방 #가양가죽공방 #발산역가죽공방 #마곡동가죽공방 #luxury #handmadebag,2019-08-08,46,,"['#트렌드', '#모여라', '#집합', '#가방만들기수업', '#가죽공예', '#써클백', '#탬버린백', '#자유작품', '#가죽공방', '#열정만수르', '#패션', '#취미', '#리빙코랄', '#컬러트렌드', '#올해의색', '#펜톤', '#색채연구소', '#강서구가죽공방', '#힐링', '#취미', '#양천구가죽공방', '#가양가죽공방', '#발산역가죽공방', '#마곡동가죽공방', '#luxury', '#handmadebag']"
272,모든곳이 포토존이었던 동화같은 @leatriceeiseman 선생님댁1?? (feat. 제자사진 건져주느라 열일하시는 @colorami_ 선생님),2019-08-02,247,"Bainbridge Island, Washington",[]
273,Pink??,2019-07-27,266,"Bainbridge Island, Washington",[]
274,자그레브 왔으면 여기서 사진 한방 찍어야된다더라~!~!~!~!~!~!.#올해의색 #형광....#zu_naa_croatia #???? #zagreb #StMarksCurch #성마르코성당,2019-07-24,72,"St. Mark's Church, Zagreb","['#올해의색', '#형광....', '#zu_naa_croatia', '#????', '#zagreb', '#StMarksCurch', '#성마르코성당']"
275,2018??2019 뒷북치기ㅋㅋㅋ대가리 깨져도 가오~~~??...#대구#명덕#파티룸#블랑17#파티#??????#가오충#가오파티#올해의색#ㅋㅋㅋㅋ#내년에는#뭐하지#리마인드#선팔하면맞팔#좋아요#daily#교미들#??#l4l,2019-07-14,39,블랑17 명덕점,"['#대구', '#명덕', '#파티룸', '#블랑17', '#파티', '#??????', '#가오충', '#가오파티', '#올해의색', '#ㅋㅋㅋㅋ', '#내년에는', '#뭐하지', '#리마인드', '#선팔하면맞팔', '#좋아요', '#daily', '#교미들', '#??', '#l4l']"
